k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
8,15,0,0,35,35,0.4,25,0,66.84782608695652,0.6099238292191929,0.21106792002576819,-6.6373248260886175
8,15,0,0,35,35,0.4,25,5,66.7572463768116,0.6096675441258492,0.2109571945463968,-6.639903497181505
8,15,0,0,35,35,0.7,0,0,67.30072463768117,0.6094982262801609,0.21078649324345067,-6.577373076211197
8,15,0,0,35,35,0.7,0,5,67.11956521739131,0.6092575979375134,0.2106827700402556,-6.5894150633712
8,15,0,0,35,35,0.7,10,0,66.84782608695652,0.6096092808374994,0.21087212191193844,-6.626976514481882
8,15,0,0,35,35,0.7,10,5,66.7572463768116,0.6093624957659568,0.21076570466029224,-6.629803514858185
8,15,0,0,35,35,0.7,25,0,66.84782608695652,0.6099238292191929,0.21106792002576819,-6.6373248260886175
8,15,0,0,35,35,0.7,25,5,66.7572463768116,0.6096675441258492,0.2109571945463968,-6.639903497181505
8,15,0,0,35,35,1.0,0,0,67.30072463768117,0.6094982262801609,0.21078649324345067,-6.577373076211197
8,15,0,0,35,35,1.0,0,5,67.11956521739131,0.6092575979375134,0.2106827700402556,-6.5894150633712
8,15,0,0,35,35,1.0,10,0,66.84782608695652,0.6096092808374994,0.21087212191193844,-6.626976514481882
8,15,0,0,35,35,1.0,10,5,66.7572463768116,0.6093624957659568,0.21076570466029224,-6.629803514858185
8,15,0,0,35,35,1.0,25,0,66.84782608695652,0.6099238292191929,0.21106792002576819,-6.6373248260886175
8,15,0,0,35,35,1.0,25,5,66.7572463768116,0.6096675441258492,0.2109571945463968,-6.639903497181505
8,15,0,5,0,0,0.4,0,0,67.30072463768117,0.616869651696065,0.21381207723769263,-6.757367839308108
8,15,0,5,0,0,0.4,0,5,67.30072463768117,0.6165793831161707,0.21369325029060326,-6.75029261278538
8,15,0,5,0,0,0.4,10,0,66.7572463768116,0.6169839569589753,0.21389354691196455,-6.815888894469225
8,15,0,5,0,0,0.4,10,5,66.84782608695652,0.6166874754568514,0.21377178684514803,-6.799588668765081
8,15,0,5,0,0,0.4,25,0,66.57608695652173,0.6173088064468888,0.21408889634334466,-6.844417609656723
8,15,0,5,0,0,0.4,25,5,66.7572463768116,0.6170027287098172,0.2139624286190468,-6.81879433675925
8,15,0,5,0,0,0.7,0,0,67.30072463768117,0.616869651696065,0.21381207723769263,-6.757367839308108
8,15,0,5,0,0,0.7,0,5,67.30072463768117,0.6165793831161707,0.21369325029060326,-6.75029261278538
8,15,0,5,0,0,0.7,10,0,66.7572463768116,0.6169839569589753,0.21389354691196455,-6.815888894469225
8,15,0,5,0,0,0.7,10,5,66.84782608695652,0.6166874754568514,0.21377178684514803,-6.799588668765081
8,15,0,5,0,0,0.7,25,0,66.57608695652173,0.6173088064468888,0.21408889634334466,-6.844417609656723
8,15,0,5,0,0,0.7,25,5,66.7572463768116,0.6170027287098172,0.2139624286190468,-6.81879433675925
8,15,0,5,0,0,1.0,0,0,67.30072463768117,0.616869651696065,0.21381207723769263,-6.757367839308108
8,15,0,5,0,0,1.0,0,5,67.30072463768117,0.6165793831161707,0.21369325029060326,-6.75029261278538
8,15,0,5,0,0,1.0,10,0,66.7572463768116,0.6169839569589753,0.21389354691196455,-6.815888894469225
8,15,0,5,0,0,1.0,10,5,66.84782608695652,0.6166874754568514,0.21377178684514803,-6.799588668765081
8,15,0,5,0,0,1.0,25,0,66.57608695652173,0.6173088064468888,0.21408889634334466,-6.844417609656723
8,15,0,5,0,0,1.0,25,5,66.7572463768116,0.6170027287098172,0.2139624286190468,-6.81879433675925
8,15,0,5,0,15,0.4,0,0,67.3913043478261,0.6137627662341174,0.21246580504757678,-6.669603896993401
8,15,0,5,0,15,0.4,0,5,67.3913043478261,0.6135012213120132,0.2123594904998176,-6.663258955706199
8,15,0,5,0,15,0.4,10,0,67.02898550724638,0.6138775927329073,0.21254753875565288,-6.7100237413647355
8,15,0,5,0,15,0.4,10,5,67.30072463768117,0.6136098373052213,0.21243830071291558,-6.676338263190278
8,15,0,5,0,15,0.4,25,0,67.02898550724638,0.6142017662747257,0.21274163933268483,-6.72038115278056
8,15,0,5,0,15,0.4,25,5,66.93840579710145,0.6139244188622922,0.21262771414021558,-6.722663336796816
8,15,0,5,0,15,0.7,0,0,67.3913043478261,0.6137627662341174,0.21246580504757678,-6.669603896993401
8,15,0,5,0,15,0.7,0,5,67.3913043478261,0.6135012213120132,0.2123594904998176,-6.663258955706199
8,15,0,5,0,15,0.7,10,0,67.02898550724638,0.6138775927329073,0.21254753875565288,-6.7100237413647355
8,15,0,5,0,15,0.7,10,5,67.30072463768117,0.6136098373052213,0.21243830071291558,-6.676338263190278
8,15,0,5,0,15,0.7,25,0,67.02898550724638,0.6142017662747257,0.21274163933268483,-6.72038115278056
8,15,0,5,0,15,0.7,25,5,66.93840579710145,0.6139244188622922,0.21262771414021558,-6.722663336796816
8,15,0,5,0,15,1.0,0,0,67.3913043478261,0.6137627662341174,0.21246580504757678,-6.669603896993401
8,15,0,5,0,15,1.0,0,5,67.3913043478261,0.6135012213120132,0.2123594904998176,-6.663258955706199
8,15,0,5,0,15,1.0,10,0,67.02898550724638,0.6138775927329073,0.21254753875565288,-6.7100237413647355
