k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,15.0863,5.923,56.71641791044776,0.6809301130457823,0.24394810540106862,-9.533723329364229
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,15.0863,6.923,56.6832504145937,0.680930234541894,0.24394838552303447,-9.537052255797162
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,15.0863,7.923,56.782752902155885,0.6809307900283817,0.24394887979211657,-9.527126221696129
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,16.5863,5.923,56.81592039800994,0.6809325081293198,0.24394915063468942,-9.52383405062114
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,16.5863,6.923,56.782752902155885,0.6809326037892582,0.24394941826466773,-9.527162270685185
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,16.5863,7.923,56.782752902155885,0.6809331334444355,0.2439499000433755,-9.527185779074916
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,18.0863,5.923,56.81592039800994,0.6809350892523267,0.24395028630837212,-9.523900126552503
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,18.0863,6.923,56.782752902155885,0.6809351590627751,0.24395054142782346,-9.527227639399552
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7991,18.0863,7.923,56.749585406301826,0.6809356628731643,0.24395101069730749,-9.530567190247432
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,15.0863,5.923,56.71641791044776,0.6809507921980971,0.24395816251631322,-9.534291047192529
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,15.0863,6.923,56.71641791044776,0.6809509323869996,0.24395845209465433,-9.534303751837392
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,15.0863,7.923,56.749585406301826,0.6809515065746056,0.2439589558218405,-9.531011744840281
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,16.5863,5.923,56.71641791044776,0.6809531787990332,0.2439592046365273,-9.534351824808578
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,16.5863,6.923,56.71641791044776,0.6809532931526892,0.24395948172671517,-9.534363823245343
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,16.5863,7.923,56.749585406301826,0.6809538415099194,0.24395997296737393,-9.531071110144131
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,18.0863,5.923,56.749585406301826,0.6809557514433379,0.24396033719713683,-9.531100958801993
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,18.0863,6.923,56.71641791044776,0.6809558399484257,0.24396060178062487,-9.534428999767623
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7391,18.0863,7.923,56.6832504145937,0.680956362461797,0.24396108051589968,-9.537769078870992
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,15.0863,5.923,56.749585406301826,0.6809412906454564,0.24395352636128417,-9.530712838984835
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,15.0863,6.923,56.749585406301826,0.6809414313901762,0.24395381640794625,-9.530725566809078
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,15.0863,7.923,56.782752902155885,0.6809420061271938,0.24395432060041744,-9.52743358281866
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,16.5863,5.923,56.749585406301826,0.6809436776187306,0.2439545685663536,-9.530773622973808
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,16.5863,6.923,56.749585406301826,0.6809437925281102,0.24395484612357374,-9.530785644537648
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,16.5863,7.923,56.782752902155885,0.6809443414346563,0.24395533782822426,-9.527492954390631
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,18.0863,5.923,56.749585406301826,0.6809462506333308,0.24395570121080434,-9.530839512868637
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,18.0863,6.923,56.749585406301826,0.6809463396940493,0.2439559662600358,-9.530850827323643
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7691,18.0863,7.923,56.71641791044776,0.6809468627566413,0.2439564454580089,-9.534190929328709
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,15.0863,5.923,56.749585406301826,0.6809321445758005,0.2439490663112011,-9.530461268424267
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,15.0863,6.923,56.749585406301826,0.6809322858670388,0.24394935681062085,-9.530474018730962
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,15.0863,7.923,56.782752902155885,0.6809328611439233,0.2439498614523294,-9.527182057028973
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,16.5863,5.923,56.749585406301826,0.6809345319223731,0.24395010860836241,-9.5305220590833
